1.9095,-1.4009,7.4402,5.3099,4.6957,1.6151,2.0934,-1.3985,0.77471,8.6683,2.182,1.0357,5.6111,1.3038,3.3161,1.9923,3.9352,0.27734,7.5421,1.9282,5.2587,3.4289,1.2781,3.1768,4.8015,2.9432,-0.31901,5.8374,2.7894,6.6285,4.1183,5.5671,5.9495,5.1513,2.2283,1.8196,2.9233,4.0709,3.3679,4.4371,8.391,3.497,6.4601,8.4088,0.1863,6.0892,6.2667,1.6704,0.70753,1.6183,-3.802,-2.5486,-3.8538,-0.88237,3.5437,-1.3998,-2.4936,-1.0724,0.0057194,-2.6659,-4.7728,-3.2611,-3.1231,-0.49907,-2.4992,-3.2644,-1.3525,-4.1189,-3.1935,-1.455,-0.67028,-4.7458,-5.5409,-2.6974,-3.5045,0.071372,1.7502,-5.3876,-3.2378,-5.6965,-3.0261,-1.4812,1.2182,-4.8131,-3.1911,-5.8095,-0.5341,-3.1697,-2.4311,-1.0915,-2.5266,-2.5186,-3.131,-0.57113,-3.8519,2.9958,-1.2627,1.1847,0.70304,-3.508,-2.6028,2.1183,-2.9664,3.8414,-2.1169,-0.25117,-3.9661,0.61346,-1.6902,0.83224,-2.2637,3.1811,-1.0626,-0.3476,-0.85974,-3.5157,-6.5224,-1.3586,-0.10638,0.23207,0.092619,-3.2524,-3.1679,3.8194,4.4904,-4.2616,-1.3158,-4.8166,-2.0664,0.30076,-3.988,-1.0672,2.4507,-5.0498,-0.37473,-2.9507,-0.57597,-1.837,0.44711,-0.60647,1.382,-0.40882,-0.91381,1.4288,0.36422,0.50025,-6.4265,2.7422,-3.2125,-4.3605
-8.5926,-11.686,-0.22333,-0.89223,-15.668,-8.8864,-3.5678,-9.5719,-5.9398,-1.7182,-10.304,0.52093,-6.4643,-1.9715,-8.9239,-2.7889,-2.2015,-5.6293,-3.2305,-11.846,-4.8326,-0.075978,-11.475,-4.6842,-4.5041,-9.1897,-7.2504,-3.475,-7.6703,-7.8818,-6.5584,-6.1756,-2.4052,-7.7336,-5.6222,-11.337,-6.2157,-4.8743,-3.6449,-7.9617,-10.146,-5.2528,-13.876,-5.2228,-5.4484,-2.9246,-4.8205,-5.9108,-6.9747,-6.4532,0.35951,0.41627,-0.1575,0.53658,0.34303,1.2913,0.68075,1.205,2.0582,-0.29734,-0.82202,-0.15844,3.5706,2.4516,-3.1387,-0.28575,1.7409,-0.14062,2.5314,-2.1537,0.68347,-2.7537,-0.71436,-0.06306,-0.25763,1.4678,2.8032,-1.7316,-0.054764,-0.74474,4.934,-1.6249,-0.56769,0.87934,0.24187,-3.3727,-1.3094,-3.1687,-3.4512,-0.93765,-0.93675,-1.128,1.0881,4.6184,0.61512,3.1742,2.7965,0.85401,-0.7693,-0.25409,2.7809,0.53445,-2.2688,3.8487,1.6511,4.6621,-0.97768,0.66008,0.18205,-0.20739,-1.442,2.7973,5.4644,1.9129,0.23083,-1.1541,0.0032736,0.56267,-0.7373,1.6994,4.4611,-1.1712,0.48888,0.22307,0.74778,1.219,5.6054,2.8876,2.2486,2.2129,-2.0802,-3.1407,1.2351,-2.0237,4.8616,3.7717,0.24344,2.1537,3.1222,0.27343,-1.0473,-1.1416,-2.1077,-1.5737,5.2603,1.6614,1.7322,4.2448,3.4152,2.6289
-0.30343,4.3882,3.092,1.3614,-5.2206,1.0387,2.9871,-1.6237,-4.2524,-1.63,1.6934,0.43613,5.7845,2.6581,4.0799,2.5476,1.2588,-0.0075049,1.6013,-0.012722,-2.5409,-4.0432,0.37668,0.78948,-0.23425,-6.3222,2.1403,2.9804,-4.9409,-0.096289,1.6507,5.8511,2.0355,4.877,-1.5471,-3.5343,0.24075,3.2971,-0.76856,1.8932,0.7039,-0.3041,3.8283,1.4908,3.3558,1.824,0.35383,1.8935,-3.4563,-3.1697,-2.2405,-2.3015,-1.9059,-1.8144,-1.1676,-0.58274,-3.7494,-3.0303,-3.2322,-1.4498,-1.4097,-2.9565,-2.6439,-2.8946,-3.6374,-2.002,-6.8021,-1.0218,-3.5115,-2.7676,-3.5245,-4.1456,-1.3201,-3.0309,-3.1123,-1.3477,-3.4037,-6.1402,-4.6321,-3.9195,-1.1846,-2.8098,-1.7259,-0.6304,-2.274,-2.0922,-2.6241,-0.97277,-0.78463,0.81375,-1.8013,-3.6936,-3.4835,-0.63028,-1.7916,-1.4317,1.4482,-2.3931,-0.73902,-1.1847,-0.67327,-2.5589,-3.7559,3.2507,-0.54429,-2.5341,-1.6921,-1.5756,0.39291,-0.63416,-1.6829,-2.5699,1.1332,3.477,-0.34119,-1.6365,-4.3133,-2.4666,2.2274,0.20816,0.52501,-0.57246,-4.2943,0.47796,3.7731,0.23146,-0.96366,-1.9887,2.264,-1.8476,-0.38274,-0.025541,-1.587,-1.4817,-2.8691,-3.3778,-1.8658,-1.5632,-0.73336,-0.37982,0.95446,-1.1418,-2.199,-2.5802,0.27063,-1.8457,-2.5226,-1.2834,-3.8098,-1.652
-3.5322,-0.98376,-4.0769,-0.00033845,0.54855,-0.99898,-2.3365,-0.62434,-0.63013,-0.93036,-1.6948,-1.748,-1.836,-2.2095,-1.0163,-1.8673,-1.9823,-3.2942,-1.8541,-1.1063,-2.6808,0.13332,-2.4946,0.23439,-0.47329,0.69774,-2.5424,-1.7486,0.050273,-1.5986,-0.078659,-0.84901,-1.9046,-1.5762,-0.79453,-2.0299,-2.7048,-1.2046,-3.3414,-2.5886,-1.5053,-1.5033,-3.6096,-0.74977,-1.7744,-3.2457,-2.1305,-1.057,-2.057,0.74303,3.9565,1.8483,1.7308,0.86399,2.1885,2.5812,1.2343,0.64058,0.5014,0.97347,1.1856,-0.38212,2.0373,0.97246,2.2285,0.1742,-1.1384,2.9455,3.0627,0.36553,-0.37396,1.6334,1.1145,3.5285,2.2999,1.8099,1.7861,0.039817,3.3802,-0.39171,3.5462,1.3363,1.4087,1.2878,2.9461,3.8372,1.3399,1.5687,3.7691,0.97707,0.62284,-0.4872,0.8407,0.85832,1.1902,3.7519,5.4904,4.4433,2.9398,1.6212,-0.73344,-1.3231,-2.9854,0.43049,-2.2634,-2.0843,-1.9543,-3.1234,-3.9013,-0.30294,-1.7637,-1.3294,-0.79939,-0.42453,-2.0046,-1.7423,-1.5595,-1.4918,-1.6577,-2.7156,-1.087,-1.5354,-2.8164,-0.58812,-0.55212,-2.3265,-2.6525,-4.5302,-1.0834,-1.732,-3.8087,0.72019,-2.8495,-1.5941,-1.7995,-3.0197,-3.1093,-2.9987,-3.0064,-1.4326,-0.19396,-3.1027,-0.74471,-2.0237,0.30472,-3.8606,-5.0078,-1.0561,-3.1553,-4.0162
-2.1606,1.4123,-1.8307,1.4938,1.3879,1.1143,0.57805,-0.88211,-0.78712,0.16613,-1.5616,-0.82829,0.34617,-0.61786,-0.48689,-1.7051,0.29511,-0.66251,0.93363,-0.83602,-1.7688,-0.17529,0.70386,0.0047215,0.036309,1.6554,2.4262,0.22677,-2.0748,-0.48761,-0.6163,0.94101,0.92734,1.6421,0.70523,-0.47447,-0.1698,0.47709,-1.7449,2.3073,-0.70812,-0.98738,0.41264,0.46697,0.25774,-0.26013,-0.34845,1.4986,-0.51272,0.59253,-1.9367,-0.75063,-2.0987,-0.58532,-0.85168,-3.155,-2.032,-2.868,1.3942,-0.60151,-1.6721,-3.6106,-0.38839,-3.2172,0.3011,-3.2511,-0.77409,-2.1133,-3.7256,-2.044,-1.4645,-2.7788,-0.97216,0.72948,1.2503,-1.6316,1.4829,-6.8082,-1.9166,-2.3729,-0.69282,-2.1772,-1.9792,-1.2129,-2.9001,-0.74355,0.14324,-3.5571,-1.2627,-0.071971,-0.82104,-3.514,-5.6121,0.68932,-0.28105,-0.31085,2.1494,-1.626,0.72826,0.12618,-0.013457,-0.014374,2.8205,-0.9127,0.82901,2.0241,2.3103,4.0177,1.9171,1.3526,3.66,2.7989,3.0083,-1.0251,2.2351,-0.8194,1.7123,3.6366,0.9554,-0.48599,-0.036941,1.627,3.7032,1.5149,1.5535,1.7868,4.7087,2.5935,-1.9894,2.9093,2.0192,0.62556,1.3563,0.99558,1.3132,3.3028,2.213,0.85217,2.877,3.0394,1.6329,2.296,2.4338,4.406,-0.83338,2.8488,4.0393,0.99853,3.0091,0.46997
2.4001,-0.53737,-7.8232,-7.5474,-7.2091,-9.1093,-2.7363,0.42836,-5.6262,-7.1237,-7.8926,-3.827,-6.1648,0.71745,-5.7687,-1.3017,-4.8669,-2.1794,-6.1787,-3.6728,-5.7087,-3.4575,-3.1364,-2.436,0.15808,-4.4971,-1.2098,-1.1283,-5.8684,-9.0231,-3.8607,-3.3321,-6.0532,-5.4926,-4.9805,-8.3937,-0.77947,-8.4162,-2.9387,-6.7456,-4.7338,-6.1513,-12.209,-10.786,-0.75448,-6.0906,-6.8586,1.1874,-9.8842,-1.5835,4.1131,2.5672,2.9467,2.1839,8.0088,4.7052,2.6632,4.8726,0.30486,1.989,3.819,2.6732,5.9659,6.5018,3.5962,2.9686,4.6862,3.8885,5.1728,5.377,5.7159,1.1561,5.8858,1.5629,3.4968,2.8085,2.7317,5.3398,1.6875,3.1748,-0.52662,5.1846,2.245,4.6428,0.66465,3.1481,0.27847,5.1576,5.7432,2.5058,2.4002,4.6353,3.302,2.6977,1.5554,6.2563,3.4497,5.9954,3.4701,5.3034,4.7052,2.5149,2.9399,-0.37441,2.3913,0.11406,-1.7772,-2.4359,-0.74529,2.7902,2.3111,1.1246,0.27541,-2.1477,0.36306,2.0604,0.32527,1.181,1.6722,1.878,1.8714,1.5803,0.77448,0.31128,-0.32284,0.7935,0.17951,-1.5465,5.4121,-1.5628,3.3989,3.8946,1.1469,0.92586,2.3129,-1.1704,2.8245,-1.8329,-1.0268,-0.87371,3.1839,-0.053604,4.3208,1.7147,0.3826,-0.20549,0.95409,1.2098,-0.087222,2.2723
-3.0589,1.1222,-3.4521,-1.8085,-1.4174,-2.8726,-2.3497,-0.86296,-3.1161,-2.6721,-3.1597,-1.9306,-1.746,-1.309,-3.3387,-2.1163,-3.4847,-1.341,-2.9987,-1.3973,-4.2459,-1.4686,-0.38848,0.39019,-2.0426,-3.1985,-2.7373,-0.61549,-1.0087,-0.96425,-2.159,-0.070843,-3.0296,-3.7208,-2.3599,-2.3536,-0.82213,0.089569,-1.8248,-0.70167,-0.1198,-1.2512,-2.724,-3.1641,-0.44326,-1.5862,-2.3906,-2.4812,-2.3297,-3.0459,-3.1421,-1.2451,-0.35878,-2.2731,-5.2769,-6.6319,-2.3277,-1.0977,-1.1942,-1.0358,-1.826,-0.70503,-0.11749,-3.5815,1.2429,-3.6942,-1.5295,-2.1946,-3.6328,-1.7123,-1.2515,-2.5324,-1.3618,-1.7595,-2.0461,-0.28258,-1.4016,-2.9784,-2.5705,-2.8517,-1.0646,-4.2441,-1.6497,-0.37666,-6.2089,-5.0086,-1.1695,-3.825,-2.5715,-2.2696,-1.2165,-2.4004,-3.2314,-3.5904,-3.4377,-2.0985,-2.7835,-3.1043,-2.4217,-1.9109,-0.016794,1.1472,2.3495,0.13246,0.91369,-0.9743,1.7396,0.61604,1.411,1.1687,0.27965,0.97888,-0.066256,0.88403,0.38539,0.0043159,-0.16315,1.3488,0.29052,-0.61514,1.0594,0.16712,-0.61639,0.44124,1.0512,1.0203,-0.054512,0.1648,0.86619,-0.66444,0.82242,1.2589,0.99916,2.3093,0.85582,0.85151,0.017483,-1.0491,0.87633,2.0404,0.90747,0.37263,-0.57489,0.55762,0.068556,1.2559,0.15893,-0.23995,1.4714,0.72456
-2.969,-1.791,0.80657,-0.65477,0.20666,0.97341,-1.3345,-1.5347,-0.50036,2.6046,-0.69515,0.64214,-1.7342,-1.9602,0.088094,-0.43798,-1.4679,-2.8283,-1.686,-2.1304,-2.4064,0.69042,0.41831,0.51782,-6.0015,0.87955,-2.9014,-2.8619,0.010873,-1.5132,-2.4359,-1.5504,0.65488,-1.7679,-1.975,-0.30549,-0.022208,1.6303,-0.30573,1.2122,0.36391,-2.1976,-1.2067,0.14396,-0.4246,1.0577,2.2743,-2.6408,0.67183,-1.7605,0.66631,-0.67016,-1.9996,0.16953,-0.15096,-1.2069,-0.24722,-0.7649,-0.25788,-1.2719,-1.9525,-1.2661,-1.8699,0.03124,0.40874,-1.2203,-0.52301,0.53628,0.56348,0.85567,0.31236,-0.59471,0.88215,-1.3871,1.1341,-0.089435,0.343,-0.14128,-0.88814,0.77151,0.83917,-1.707,0.19304,1.536,-0.14872,1.1882,0.42533,-0.81977,-1.048,-0.32601,-0.65901,-0.74454,-0.12657,-1.5465,-0.86789,-0.83424,-0.91997,-0.40564,0.34589,-0.030607,-4.6632,-3.7978,-4.2581,0.10614,-3.7533,-0.37837,3.3238,1.9317,0.2697,-3.2258,-1.6153,-0.50185,-1.7162,1.3175,-1.8036,-2.6077,-2.0923,-2.7936,-1.6974,-4.0461,-3.9662,-4.6571,-2.7685,0.62607,-0.53709,-1.6953,-0.021597,1.0194,-5.2086,1.668,-4.4916,-2.2183,-1.8614,-0.7203,-4.7531,0.97134,-2.5281,0.011436,0.91512,1.4724,-4.1054,-2.7283,-5.4727,-2.4447,0.54206,-0.93377,-2.6529,-3.5096,0.85894,-2.0411
-2.9471,1.19,-0.82366,0.041534,-0.83916,-2.0023,-2.8582,-1.1992,-2.9925,-4.3318,0.38732,-1.7099,0.3948,-2.1563,-0.78321,-0.11203,-1.6158,-0.94118,-0.90434,-1.097,-3.5039,-0.25632,1.755,-2.3209,-1.1402,-3.1798,-0.062921,0.1779,-0.85416,1.0827,-0.65724,-0.37417,-2.5687,0.11662,0.87156,-0.47349,-0.19378,-2.9101,-3.198,-1.2515,-1.2591,-1.9441,-0.20736,-1.3582,-0.076222,-2.192,-1.816,-1.7241,-1.4123,1.1833,2.3667,10.283,2.9951,1.6131,0.77907,0.10899,1.7019,0.93897,-0.21819,4.1344,1.7125,0.43619,7.4835,-0.077352,3.8083,2.25,3.8396,7.7412,4.4044,2.4486,3.1897,2.5715,4.4951,4.4299,-1.0805,1.4428,2.441,2.9887,3.9883,2.8526,3.4645,5.1818,1.8702,5.4777,2.516,4.3956,1.0952,3.5524,1.8989,5.017,0.30881,2.7787,3.784,2.3313,4.6032,1.5901,3.5191,1.5094,2.1912,1.0465,-1.0009,-0.080917,1.3343,0.9527,-1.5101,-1.9428,2.6259,1.854,-0.1819,3.6338,0.68626,-0.29188,-2.7597,-0.66084,2.6963,-0.4139,1.133,-0.36299,0.82511,-0.74565,-1.3044,-0.12722,0.82555,2.4148,0.20888,-2.5757,0.15876,-0.35766,-1.1492,-0.70415,-0.93532,-0.5212,0.015383,-0.15118,-1.7862,-2.0653,1.7601,-0.85695,-0.84748,1.9074,2.683,1.7237,1.2679,2.8149,-0.33439,-0.92203,-0.15008,0.3328,-1.6193,-1.7698
-3.2572,-4.2499,3.6314,3.6822,-0.9607,1.6131,0.45442,-3.0989,0.6881,-0.30492,1.6672,1.1549,0.55038,-1.7603,-0.047598,0.56693,1.9285,0.5752,2.3923,2.5093,1.9715,3.3125,-1.7825,-1.2744,0.25986,1.5383,-1.46,0.60755,-0.16667,0.024509,1.1717,-1.9193,-1.6505,1.7106,-1.2893,3.4366,-1.9249,-1.0937,0.90972,-0.70934,-0.3488,0.60345,1.6759,2.6444,-1.5074,-0.6145,2.32,-2.1717,3.7125,1.5462,-0.25354,2.5836,2.0839,0.0079795,0.89951,3.2295,0.96376,2.6956,-1.1136,1.9361,0.81591,2.0009,4.4453,0.048711,-1.3913,2.7826,2.6441,0.11343,-0.81995,-2.7765,-1.0237,2.5448,-3.6771,3.1209,-0.99668,0.2362,1.8619,0.33314,4.5502,-1.4041,-0.86388,1.0146,0.85767,-0.86729,1.2717,-2.9616,1.8351,2.1924,2.6852,0.39346,1.9151,2.5279,3.0111,2.5649,2.7369,0.42396,3.2305,-1.9406,0.31926,3.3761,-1.4197,-3.6542,-6.235,0.22471,-2.7158,2.037,-4.3576,-2.157,-4.3075,-3.0941,-1.5903,-2.0326,1.7327,-1.5179,-2.5229,0.28774,1.7536,-3.3023,-3.0615,1.5914,-0.67078,-0.30624,1.0397,-1.4887,-2.4425,-2.6623,-0.20229,-2.6201,0.60177,2.4883,-4.8478,-4.2513,-1.7839,-4.7419,-2.458,-3.3236,0.54179,-1.2034,-3.2654,-5.7615,-0.67119,1.1074,-1.5281,-1.4127,-1.241,-2.4964,-0.63417,-1.4746,-1.7001,-2.859
